15,2,6,5,10,15
15,2,6,5,10,30
15,2,6,5,10,45
15,2,6,5,16,30
15,2,6,5,16,45
15,2,6,5,22,30
15,2,6,5,22,45
15,2,6,6,10,15
15,2,6,6,10,30
15,2,6,6,10,45
15,2,6,6,16,30
15,2,6,6,16,45
15,2,6,6,22,30
15,2,6,6,22,45
15,2,6,7,10,15
15,2,6,7,10,30
15,2,6,7,10,45
15,2,6,7,16,30
15,2,6,7,16,45
15,2,6,7,22,30
15,2,6,7,22,45
15,2,7.5,5,10,15
15,2,7.5,5,10,30
15,2,7.5,5,10,45
15,2,7.5,5,16,30
15,2,7.5,5,16,45
15,2,7.5,5,22,30
15,2,7.5,5,22,45
15,2,7.5,6,10,15
15,2,7.5,6,10,30
15,2,7.5,6,10,45
15,2,7.5,6,16,30
15,2,7.5,6,16,45
15,2,7.5,6,22,30
15,2,7.5,6,22,45
15,2,7.5,7,10,15
15,2,7.5,7,10,30
15,2,7.5,7,10,45
15,2,7.5,7,16,30
15,2,7.5,7,16,45
15,2,7.5,7,22,30
15,2,7.5,7,22,45
15,2,9,5,10,15
15,2,9,5,10,30
15,2,9,5,10,45
15,2,9,5,16,30
15,2,9,5,16,45
15,2,9,5,22,30
15,2,9,5,22,45
15,2,9,6,10,15
15,2,9,6,10,30
15,2,9,6,10,45
15,2,9,6,16,30
15,2,9,6,16,45
15,2,9,6,22,30
15,2,9,6,22,45
15,2,9,7,10,15
15,2,9,7,10,30
15,2,9,7,10,45
15,2,9,7,16,30
15,2,9,7,16,45
15,2,9,7,22,30
15,2,9,7,22,45
15,2.5,6,5,10,15
15,2.5,6,5,10,30
15,2.5,6,5,10,45
15,2.5,6,5,16,30
15,2.5,6,5,16,45
15,2.5,6,5,22,30
15,2.5,6,5,22,45
15,2.5,6,6,10,15
15,2.5,6,6,10,30
15,2.5,6,6,10,45
15,2.5,6,6,16,30
15,2.5,6,6,16,45
15,2.5,6,6,22,30
15,2.5,6,6,22,45
15,2.5,6,7,10,15
15,2.5,6,7,10,30
15,2.5,6,7,10,45
15,2.5,6,7,16,30
15,2.5,6,7,16,45
15,2.5,6,7,22,30
15,2.5,6,7,22,45
15,2.5,7.5,5,10,15
15,2.5,7.5,5,10,30
15,2.5,7.5,5,10,45
15,2.5,7.5,5,16,30
15,2.5,7.5,5,16,45
15,2.5,7.5,5,22,30
15,2.5,7.5,5,22,45
15,2.5,7.5,6,10,15
15,2.5,7.5,6,10,30
15,2.5,7.5,6,10,45
15,2.5,7.5,6,16,30
15,2.5,7.5,6,16,45
15,2.5,7.5,6,22,30
15,2.5,7.5,6,22,45
15,2.5,7.5,7,10,15
15,2.5,7.5,7,10,30
15,2.5,7.5,7,10,45
15,2.5,7.5,7,16,30
15,2.5,7.5,7,16,45
15,2.5,7.5,7,22,30
15,2.5,7.5,7,22,45
15,2.5,9,5,10,15
15,2.5,9,5,10,30
15,2.5,9,5,10,45
15,2.5,9,5,16,30
15,2.5,9,5,16,45
15,2.5,9,5,22,30
15,2.5,9,5,22,45
15,2.5,9,6,10,15
15,2.5,9,6,10,30
15,2.5,9,6,10,45
15,2.5,9,6,16,30
15,2.5,9,6,16,45
15,2.5,9,6,22,30
15,2.5,9,6,22,45
15,2.5,9,7,10,15
15,2.5,9,7,10,30
15,2.5,9,7,10,45
15,2.5,9,7,16,30
15,2.5,9,7,16,45
15,2.5,9,7,22,30
