15,2,6,5,10,15,9.73354,1421.643478
15,2,6,5,10,30,11.6808,1549.554438
15,2,6,5,10,45,12.3434,1593.755632
15,2,6,5,16,30,11.9469,1560.560408
15,2,6,5,16,45,12.3627,1594.298582
15,2,6,5,22,30,12.0348,1564.42267
15,2,6,5,22,45,12.4976,1601.743266
15,2,6,6,10,15,10.2496,1462.515857
15,2,6,6,10,30,12.1773,1580.976371
15,2,6,6,10,45,12.7926,1624.425773
15,2,6,6,16,30,12.3011,1586.8764
15,2,6,6,16,45,12.9701,1627.381129
15,2,6,6,22,30,12.4225,1586.06564
15,2,6,6,22,45,13.0784,1630.241435
15,2,6,7,10,15,9.94307,1464.372684
15,2,6,7,10,30,12.4745,1609.311887
15,2,6,7,10,45,13.4012,1666.079084
15,2,6,7,16,30,12.4691,1603.620156
15,2,6,7,16,45,13.3257,1658.449104
15,2,6,7,22,30,12.5856,1603.146636
15,2,6,7,22,45,13.4028,1655.779112
15,2,7.5,5,10,15,10.6578,1474.442137
15,2,7.5,5,10,30,11.7568,1550.074615
15,2,7.5,5,10,45,12.2631,1592.586228
15,2,7.5,5,16,30,11.8033,1557.607301
15,2,7.5,5,16,45,12.339,1596.540779
15,2,7.5,5,22,30,11.9225,1562.25188
15,2,7.5,5,22,45,12.3436,1594.353321
15,2,7.5,6,10,15,9.96726,1444.783754
15,2,7.5,6,10,30,12.1991,1581.279355
15,2,7.5,6,10,45,12.804,1630.336333
15,2,7.5,6,16,30,12.2735,1585.45986
15,2,7.5,6,16,45,12.8606,1629.188268
15,2,7.5,6,22,30,12.4313,1595.561418
15,2,7.5,6,22,45,12.9995,1633.005981
15,2,7.5,7,10,15,9.87041,1450.026969
15,2,7.5,7,10,30,12.4958,1609.901683
15,2,7.5,7,10,45,13.4648,1673.064307
15,2,7.5,7,16,30,12.6102,1611.568734
15,2,7.5,7,16,45,13.5014,1669.240782
15,2,7.5,7,22,30,12.5575,1608.111198
15,2,7.5,7,22,45,13.3864,1662.265558
15,2,9,5,10,15,10.0272,1441.487986
15,2,9,5,10,30,11.5936,1550.82741
15,2,9,5,10,45,12.2511,1593.020683
15,2,9,5,16,30,11.6846,1554.152535
15,2,9,5,16,45,12.1868,1592.564548
15,2,9,5,22,30,11.7332,1554.846599
15,2,9,5,22,45,12.2549,1596.782186
15,2,9,6,10,15,9.99779,1448.213696
15,2,9,6,10,30,12.1942,1588.55156
15,2,9,6,10,45,12.5809,1623.143616
15,2,9,6,16,30,12.1437,1584.389087
15,2,9,6,16,45,12.7626,1626.948647
15,2,9,6,22,30,12.2787,1594.712533
15,2,9,6,22,45,12.7745,1628.002783
15,2,9,7,10,15,9.68584,1447.855563
15,2,9,7,10,30,12.3998,1610.616431
15,2,9,7,10,45,13.4413,1679.009976
15,2,9,7,16,30,12.3358,1602.33202
15,2,9,7,16,45,13.3656,1670.370443
15,2,9,7,22,30,12.4899,1610.624514
15,2,9,7,22,45,13.4123,1670.872908
15,2.5,6,5,10,15,12.2588,1560.857887
15,2.5,6,5,10,30,13.0887,1623.219384
15,2.5,6,5,10,45,13.5111,1658.35213
15,2.5,6,5,16,30,13.176,1623.990772
15,2.5,6,5,16,45,13.5222,1659.963322
15,2.5,6,5,22,30,13.2155,1626.148067
15,2.5,6,5,22,45,13.4639,1656.531288
15,2.5,6,6,10,15,12.5644,1588.649512
15,2.5,6,6,10,30,13.5511,1650.632111
15,2.5,6,6,10,45,14.0212,1690.678961
15,2.5,6,6,16,30,13.6033,1653.233789
15,2.5,6,6,16,45,13.9323,1683.722858
15,2.5,6,6,22,30,13.644,1653.918868
15,2.5,6,6,22,45,14.0415,1687.306713
15,2.5,6,7,10,15,11.9682,1564.394094
15,2.5,6,7,10,30,13.7119,1668.808956
15,2.5,6,7,10,45,14.3056,1715.390475
15,2.5,6,7,16,30,13.716,1664.162916
15,2.5,6,7,16,45,14.093,1701.629532
15,2.5,6,7,22,30,13.7358,1664.635701
15,2.5,6,7,22,45,14.1745,1702.670239
15,2.5,7.5,5,10,15,12.2257,1565.895895
15,2.5,7.5,5,10,30,12.9564,1618.273357
15,2.5,7.5,5,10,45,13.3962,1656.330652
15,2.5,7.5,5,16,30,12.999,1617.225304
15,2.5,7.5,5,16,45,13.4211,1659.553801
15,2.5,7.5,5,22,30,13.0651,1624.992362
15,2.5,7.5,5,22,45,13.354,1654.713928
15,2.5,7.5,6,10,15,12.5156,1588.446238
15,2.5,7.5,6,10,30,13.5698,1657.785311
15,2.5,7.5,6,10,45,13.7899,1684.553755
15,2.5,7.5,6,16,30,13.5656,1657.124398
15,2.5,7.5,6,16,45,13.9241,1688.683052
15,2.5,7.5,6,22,30,13.5936,1657.647037
15,2.5,7.5,6,22,45,13.8612,1682.253439
15,2.5,7.5,7,10,15,11.7782,1551.514977
15,2.5,7.5,7,10,30,13.463,1662.245718
15,2.5,7.5,7,10,45,14.2958,1720.109757
15,2.5,7.5,7,16,30,13.703,1671.299906
15,2.5,7.5,7,16,45,14.2773,1717.207263
15,2.5,7.5,7,22,30,13.7949,1675.637138
15,2.5,7.5,7,22,45,14.2612,1711.403218
15,2.5,9,5,10,15,11.8517,1546.382155
15,2.5,9,5,10,30,12.7377,1613.352343
15,2.5,9,5,10,45,13.0292,1647.965287
15,2.5,9,5,16,30,12.7424,1612.859201
15,2.5,9,5,16,45,13.1181,1650.084935
15,2.5,9,5,22,30,12.7774,1616.746889
15,2.5,9,5,22,45,13.1585,1650.302561
15,2.5,9,6,10,15,12.1411,1570.945664
15,2.5,9,6,10,30,13.3825,1656.922825
15,2.5,9,6,10,45,13.4924,1671.984747
15,2.5,9,6,16,30,13.3437,1653.0336
15,2.5,9,6,16,45,13.5544,1675.340151
15,2.5,9,6,22,30,13.2867,1650.18126
15,2.5,9,6,22,45,13.6629,1683.997393
15,2.5,9,7,10,15,11.7784,1555.518532
15,2.5,9,7,10,30,13.4319,1667.931251
15,2.5,9,7,10,45,14.2385,1724.58967
15,2.5,9,7,16,30,13.3197,1657.636582
15,2.5,9,7,16,45,14.291,1723.718272
15,2.5,9,7,22,30,13.5428,1671.36491
15,2.5,9,7,22,45,14.2492,1717.605188
15,3,6,5,10,15,13.0996,1604.50957
15,3,6,5,10,30,13.947,1656.41581
15,3,6,5,10,45,14.2707,1698.953399
15,3,6,5,16,30,13.965,1657.28067
15,3,6,5,16,45,14.2946,1693.95658
15,3,6,5,22,30,13.9831,1660.630526
15,3,6,5,22,45,14.1,1689.912125
15,3,6,6,10,15,13.2657,1617.836447
15,3,6,6,10,30,14.4139,1694.953769
15,3,6,6,10,45,14.8167,1727.69929
15,3,6,6,16,30,14.4794,1697.14836
15,3,6,6,16,45,14.8149,1729.68778
15,3,6,6,22,30,14.4831,1693.202466
15,3,6,6,22,45,14.6488,1724.502079
15,3,6,7,10,15,13.0851,1618.185735
15,3,6,7,10,30,14.3708,1702.047818
15,3,6,7,10,45,14.797,1740.732048
15,3,6,7,16,30,14.5161,1706.225182
15,3,6,7,16,45,14.8525,1740.501586
15,3,6,7,22,30,14.5156,1702.121071
15,3,6,7,22,45,14.8379,1735.332306
15,3,7.5,5,10,15,12.9955,1600.719353
15,3,7.5,5,10,30,13.8185,1658.061123
15,3,7.5,5,10,45,14.1071,1693.638951
15,3,7.5,5,16,30,13.757,1653.973515
15,3,7.5,5,16,45,14.0329,1685.070726
15,3,7.5,5,22,30,13.7668,1654.164974
15,3,7.5,5,22,45,13.9942,1683.12547
15,3,7.5,6,10,15,13.1759,1613.266131
15,3,7.5,6,10,30,14.21,1686.402083
15,3,7.5,6,10,45,14.6336,1724.226722
15,3,7.5,6,16,30,14.2219,1687.324207
15,3,7.5,6,16,45,14.7113,1729.742369
15,3,7.5,6,22,30,14.248,1684.728236
15,3,7.5,6,22,45,14.6465,1723.899506
15,3,7.5,7,10,15,13.0621,1616.739279
15,3,7.5,7,10,30,14.3471,1708.377498
15,3,7.5,7,10,45,14.7662,1744.847573
15,3,7.5,7,16,30,14.4361,1707.296483
15,3,7.5,7,16,45,14.8591,1747.91657
15,3,7.5,7,22,30,14.457,1706.436702
15,3,7.5,7,22,45,14.9015,1749.668981
15,3,9,5,10,15,12.7569,1591.794587
15,3,9,5,10,30,13.4188,1650.791313
15,3,9,5,10,45,13.6703,1675.921479
15,3,9,5,16,30,13.4942,1651.715859
15,3,9,5,16,45,13.6689,1673.996329
15,3,9,5,22,30,13.4784,1650.919499
15,3,9,5,22,45,13.6319,1671.086674
15,3,9,6,10,15,12.9111,1606.52308
15,3,9,6,10,30,14.119,1686.135944
15,3,9,6,10,45,14.0225,1702.282614
15,3,9,6,16,30,14.0309,1690.334864
15,3,9,6,16,45,14.1259,1707.12075
15,3,9,6,22,30,14.0165,1680.154769
15,3,9,6,22,45,14.1427,1700.396208
15,3,9,7,10,15,12.9127,1612.717203
15,3,9,7,10,30,14.2395,1708.699946
15,3,9,7,10,45,14.6886,1748.47864
15,3,9,7,16,30,14.2941,1707.226105
